x_m,x_over_L,M_edge,p_wall_Pa,p_wall_over_pinf,Cp,Cf,St,q_wall_W_m2,delta_mm,theta_mm,H_i,N_factor,gamma_intermittency,T_edge_K,Re_x,regime
0.02652754590984975,0.02652754590984975,3.9999999999999996,5474.9,1.0,0.0,0.0030257338139038025,0.0018832691493676408,72352.87646734309,0.6044073242418516,0.0802652926593179,2.6,0.2582327477949976,0.0,216.65000000000006,193899.9972468038,laminar
0.028180300500834726,0.028180300500834726,3.9999999999999996,5474.9,1.0,0.0,0.0029356646695572947,0.001827208553396421,70199.09755775215,0.6229511487786765,0.08272791255780824,2.6,0.2743215093001611,0.0,216.65000000000006,205980.6138153586,laminar
0.029833055091819702,0.029833055091819702,3.9999999999999996,5474.9,1.0,0.0,0.0028531880149870177,0.0017758736546087273,68226.87410169611,0.6409586990845437,0.0851193152384274,2.6,0.29041027080532456,0.0,216.65000000000006,218061.2303839134,laminar
0.03148580968280468,0.03148580968280468,3.9999999999999996,5474.9,1.0,0.0,0.002777293790259499,0.0017286357742017581,66412.05303546024,0.658473973745074,0.08744534371334584,2.6,0.30649903231048803,0.0,216.6500000000001,230141.84695246822,laminar
0.033138564273789646,0.033138564273789646,3.999999999999999,5474.9,1.0,0.0,0.002707150570907186,0.0016849774191817224,64734.75291689103,0.6755352650062809,0.08971108319283412,2.6,0.32258779381565145,0.0,216.6500000000001,242222.463521023,laminar
0.03479131886477462,0.03479131886477462,3.999999999999999,5474.9,1.0,0.0,0.00264206689867684,0.0016444682139516611,63178.4392467048,0.6921761440808143,0.09192099193393213,2.6,0.3386765553208149,0.0,216.6500000000001,254303.0800895778,laminar
0.0364440734557596,0.0364440734557596,3.999999999999999,5474.9,1.0,0.0,0.0025814623744697335,0.0016067469080565824,61729.2332282608,0.7084262379401697,0.09407900439845454,2.6,0.3547653168259784,0.0,216.6500000000001,266383.6966581326,laminar
0.03809682804674457,0.03809682804674457,3.999999999999999,5474.9,1.0,0.0,0.002524845728483078,0.0015715077266595346,60375.387369697775,0.7243118491157934,0.09618861356257737,2.6,0.37085407833114187,0.0,216.6500000000001,278464.3132266874,laminar
0.03974958263772955,0.03974958263772955,3.9999999999999987,5474.9,1.0,0.0,0.0024717979608261625,0.001538489876968984,59106.88233382445,0.7398564556297509,0.09825293730763093,2.6,0.38694283983630534,0.0,216.65000000000015,290544.92979524203,laminar
0.041402337228714524,0.041402337228714524,3.9999999999999987,5474.9,1.0,0.0,0.0024219592228995534,0.0015074693829819391,57915.113239027654,0.7550811182280323,0.10027477250068267,2.6,0.4030316013414688,0.0,216.65000000000015,302625.54636379686,laminar
0.0430550918196995,0.0430550918196995,3.9999999999999987,5474.9,1.0,0.0,0.00237501849660541,0.0014782526616456315,56792.64286333204,0.7700048150966158,0.10225663944483059,2.6,0.4191203628466323,0.0,216.65000000000015,314706.16293235164,laminar
0.044707846410684475,0.044707846410684475,3.9999999999999987,5474.9,1.0,0.0,0.0023307053924848937,0.0014506714178761364,55733.00551731594,0.7846447192452463,0.10420081871576871,2.6,0.43520912435179576,0.0,216.6500000000002,326786.7795009063,laminar
0.04636060100166945,0.04636060100166945,3.9999999999999982,5474.9,1.0,0.0,0.0022887835711307715,0.001424578549931597,54730.54973360392,0.7990164301232668,0.10610938192036984,2.6,0.45129788585695924,0.0,216.6500000000002,338867.3960694611,laminar
0.048013355592654426,0.048013355592654426,3.9999999999999982,5474.9,1.0,0.0,0.0022490454213609148,0.0013998448370152032,53780.31100866147,0.8131341683722357,0.10798421755983291,2.6,0.4673866473621227,0.0,216.65000000000023,350948.0126380157,laminar
0.0496661101836394,0.0496661101836394,3.999999999999998,5474.9,1.0,0.0,0.002211307720922779,0.0013763562384224788,52877.90803936676,0.8270109406421933,0.10982705291728327,2.6,0.4834754088672863,0.0,216.65000000000023,363028.62920657045,laminar
0.05131886477462438,0.05131886477462438,3.999999999999998,5474.9,1.0,0.0,0.002175408072303192,0.0013540116751275411,52019.45749429299,0.8406586799107965,0.11163947269215381,2.6,0.49956417037244977,0.0,216.6500000000003,375109.2457751251,laminar
0.05297161936560935,0.05297161936560935,3.9999999999999973,5474.9,1.0,0.0,0.0021412019551576914,0.0013327211951640499,51201.503529908136,0.8540883656137935,0.11342293495351177,2.6,0.5156529318776132,0.0,216.6500000000003,387189.86234367994,laminar
0.05462437395659432,0.05462437395659432,3.999999999999997,5474.9,1.0,0.0,0.0021085602731257813,0.0013124044467205207,50420.95912878184,0.8673101270274196,0.11517878486924134,2.6,0.5317416933827767,0.0,216.65000000000035,399270.4789122344,laminar
0.0562771285475793,0.0562771285475793,3.999999999999997,5474.9,1.0,0.0,0.00207736729993041,0.001292989399757053,49675.056985677635,0.8803333326710948,0.11690826657872141,2.6,0.5478304548879401,0.0,216.6500000000004,411351.09548078926,laminar
0.05792988313856427,0.05792988313856427,3.9999999999999964,5474.9,1.0,0.0,0.0020475189501625067,0.0012744112697116669,48961.3081576785,0.8931666679737185,0.11861253350690981,2.6,0.5639192163931035,0.0,216.65000000000043,423431.7120493437,laminar
0.05958263772954925,0.05958263772954925,3.999999999999996,5474.9,1.0,0.0,0.0020189213157843274,0.001256611606594628,48277.46706831543,0.9058182030334524,0.1202926573628425,2.6,0.580007977898267,0.0,216.6500000000005,435512.32861789834,laminar
0.061235392320534224,0.061235392320534224,3.9999999999999956,5474.9,1.0,0.0,0.001991489421406319,0.0012395375202512028,47621.50174311831,0.9182954519729641,0.12194963602200963,2.6,0.5960967394034304,0.0,216.65000000000055,447592.9451864528,laminar
0.0628881469115192,0.0628881469115192,3.9999999999999947,5474.9,1.0,0.0,0.001965146160709181,0.001223141018372321,46991.568376802774,0.9306054251301723,0.12358440045728687,2.6,0.612185500908594,0.0,216.65000000000057,459673.56175500754,laminar
0.06454090150250417,0.06454090150250417,3.9999999999999942,5474.9,1.0,0.0,0.0019398213836581335,0.0012073784383609231,46385.989506276404,0.942754675113938,0.12519782085513098,2.6,0.6282742624137575,0.0,216.6500000000007,471754.17832356185,laminar
