station,x_m,y_mm,u_over_Ue,T_over_Te,T_K,M_local
separation_bubble,0.515,3.582283478868636,0.808023033122999,1.641870491731455,367.7738178523012,3.1813062374055856
separation_bubble,0.515,3.7200636126712765,0.8197018672571534,1.6086735598686095,360.33780969351744,3.2272875354052375
separation_bubble,0.515,3.857843746473916,0.8309830356409373,1.57588726752719,352.9937834939177,3.2717031645066066
separation_bubble,0.515,3.995623880276556,0.8418974807537596,1.54349363596112,345.7377120710183,3.3146749498294104
separation_bubble,0.515,4.133404014079195,0.8524730084744329,1.5114743943154991,338.56550281087925,3.3563123672327237
separation_bubble,0.515,4.271184147881836,0.8627346497995514,1.479811352088992,331.473081098506,3.3967139674537523
separation_bubble,0.515,4.408964281684476,0.8727049761686883,1.4484866711123314,324.4564512401773,3.4359686175897917
separation_bubble,0.515,4.546744415487114,0.882404375119905,1.4174830594301033,317.5117398923542,3.4741565863947526
separation_bubble,0.515,4.684524549289755,0.8918512918706124,1.3867839046903656,310.63522594053484,3.511350495418757
separation_bubble,0.515,4.822304683092396,0.9010624415121349,1.3563733608987976,303.82335993191003,3.5476161544495324
separation_bubble,0.515,4.960084816895035,0.9100529957709859,1.326236399447685,297.07277550569563,3.583013296819188
separation_bubble,0.515,5.097864950697674,0.9188367476883816,1.2963588330076936,290.3802947448144,3.617596227771827
separation_bubble,0.515,5.235645084500314,0.9274262570736811,1.2667273190359225,283.74292896168873,3.651414397135258
separation_bubble,0.515,5.373425218302955,0.9358329791757599,1.2373293482023011,277.1578761057903,3.6845129059192367
separation_bubble,0.515,5.511205352105595,0.9440673786723293,1.2081532218865934,270.62251572303984,3.7169329551082777
separation_bubble,0.515,5.648985485908233,0.9521390307880435,1.1791880219867479,264.1344021929724,3.7487122437786056
separation_bubble,0.515,5.786765619710874,0.9600567111079026,1.1504235755564105,257.6912568076521,3.7798853227068108
separation_bubble,0.515,5.924545753513514,0.9678284754449659,1.1218504162162422,251.29095912792826,3.8104839088208555
separation_bubble,0.515,6.062325887316154,0.9754617309444525,1.0934597438294453,244.9315379508809,3.8405371651474374
separation_bubble,0.515,6.200106021118793,0.9829632994547945,1.0652433835723714,238.61116214176542,3.870071950313201
separation_bubble,0.515,6.337886154921433,0.9903394740660224,1.0371937452470399,232.32813152014518,3.899113041144729
separation_bubble,0.515,6.4756662887240735,0.9975960696036387,1.0093037834584764,226.08086793974067,3.9276833314703934
separation_bubble,0.515,6.613446422526713,0.9991203723589805,1.0034080942730337,224.7602521350713,3.933684736955731
separation_bubble,0.515,6.751226556329352,0.9992180457503819,1.003029873498777,224.6755318731262,3.9340692915495437
separation_bubble,0.515,6.889006690131992,0.9993048735396864,1.002693605646817,224.60020893361354,3.9344111454031734
separation_bubble,0.515,7.026786823934633,0.9993820600168565,1.0023946416234413,224.53324193418752,3.93471503998439
separation_bubble,0.515,7.164566957737272,0.9994506757481291,1.0021288466094873,224.47370468838145,3.9349851902708712
separation_bubble,0.515,7.302347091539912,0.9995116724246285,1.0018925433663313,224.42077350632778,3.9352253432113864
separation_bubble,0.515,7.440127225342553,0.9995658960621964,1.0016824617509967,224.37371588630157,3.935438829695482
separation_bubble,0.515,7.577907359145192,0.9996140987355194,1.0014956937689927,224.3318804466977,3.935628610752477
separation_bubble,0.515,7.715687492947832,0.9996569490093059,1.0013296535642486,224.29468796390248,3.935797318620549
separation_bubble,0.515,7.853467626750472,0.9996950412111901,1.001182041809236,224.26162339579298,3.9359472932555324
separation_bubble,0.515,7.991247760553112,0.9997289036749779,1.0010508140155818,224.23222878341423,3.9360806147857934
separation_bubble,0.515,8.129027894355751,0.9997590060685665,1.0009341523369075,224.20609693490414,3.936199132363336
reattached_turbulent,0.75,0.0,0.0,1.28968037878647,469.99999999999994,0.0
reattached_turbulent,0.75,0.13217786345968058,0.5765877732321835,1.4501843082483628,528.4926684843202,1.5773916636985144
reattached_turbulent,0.75,0.26435572691936116,0.6366045141381879,1.4156327476520767,515.9009955804223,1.7415815948460185
reattached_turbulent,0.75,0.3965335903790417,0.6745678021642499,1.3887870646848277,506.11758629379,1.8454391111495805
reattached_turbulent,0.75,0.5287114538387223,0.7028683684173854,1.3662584563189237,497.9074544610191,1.922861976076803
reattached_turbulent,0.75,0.6608893172984028,0.7256351075656104,1.3465752496927035,490.73427631045405,1.9851457535157455
reattached_turbulent,0.75,0.7930671807580834,0.7447832366315391,1.3289437928935506,484.30882018046367,2.0375299707437726
reattached_turbulent,0.75,0.925245044217764,0.7613664231852798,1.312879167140962,478.45436645075654,2.0828971835807577
reattached_turbulent,0.75,1.0574229076774446,0.776029595062657,1.2980598357734212,473.0537370721053,2.1230117440285032
reattached_turbulent,0.75,1.1896007711371253,0.789197657046862,1.2842598634886135,468.02459413053197,2.159036079203897
reattached_turbulent,0.75,1.3217786345968057,0.8011661130167594,1.271313450584593,463.30651501187845,2.1917786095708336
reattached_turbulent,0.75,1.4539564980564863,0.8121491841289049,1.259094751851275,458.85363777258664,2.2218253875609206
reattached_turbulent,0.75,1.5861343615161667,0.8223073615249239,1.247505632838592,454.63019913960824,2.249615474494309
reattached_turbulent,0.75,1.7183122249758476,0.8317641414689443,1.236467855497597,450.607686712809,2.2754867234899447
reattached_turbulent,0.75,1.850490088435528,0.8406166839022056,1.225917881286593,446.7629450537651,2.299704938452232
reattached_turbulent,0.75,1.9826679518952086,0.8489428711604718,1.2158032950754252,443.07687244426944,2.322483184855132
reattached_turbulent,0.75,2.1148458153548892,0.8568061382092146,1.206080272555611,439.53349793111084,2.3439950039882222
reattached_turbulent,0.75,2.2470236788145694,0.8642588712912113,1.1967117420100815,436.1193114172848,2.3643837107577257
reattached_turbulent,0.75,2.3792015422742505,0.871344857361382,1.1876660213807682,432.822766966653,2.3837690946924455
reattached_turbulent,0.75,2.5113794057339307,0.8781010866981245,1.1789157887751498,429.6339076242239,2.4022523514116636
reattached_turbulent,0.75,2.6435572691936113,0.8845591040926124,1.1704372919840038,426.54407733961636,2.419919779121726
reattached_turbulent,0.75,2.775735132653292,0.8907460382843287,1.1622097326161067,423.5456965264181,2.436845594879416
reattached_turbulent,0.75,2.9079129961129726,0.8966853977354661,1.1542147799854385,420.6320849074294,2.4530941116202665
reattached_turbulent,0.75,3.0400908595726532,0.902397693856068,1.1464361828895808,417.7973200345287,2.468721443137729
reattached_turbulent,0.75,3.1722687230323334,0.9079009348764491,1.1388594562603687,415.0361230943376,2.483776855187504
reattached_turbulent,0.75,3.3044465864920136,0.9132110214201898,1.1314716257961777,412.3437658442125,2.4983038476706443
reattached_turbulent,0.75,3.436624449951695,0.9183420664457627,1.1242610180062063,409.7159940977931,2.5123410299092295
reattached_turbulent,0.75,3.5688023134113758,0.9233066563360867,1.1172170861917305,407.1489643071106,2.5259228349183442
reattached_turbulent,0.75,3.700980176871056,0.9281160657156791,1.110330265137526,404.6391906075822,2.53908010708899
reattached_turbulent,0.75,3.833158040330736,0.9327804355375537,1.103591848941466,402.18350029528307,2.5518405893867464
reattached_turbulent,0.75,3.9653359037904172,0.9373089217564153,1.0969938876431122,399.778996155161,2.5642293300823096
reattached_turbulent,0.75,4.097513767250098,0.9417098202543822,1.0905290992408165,397.4230243973073,2.576269024515235
reattached_turbulent,0.75,4.2296916307097785,0.9459906724481489,1.084190794393708,395.1131472159981,2.5879803040072025
reattached_turbulent,0.75,4.361869494169458,0.9501583550692342,1.0779728116481315,392.84711918417617,2.5993819814770327
reattached_turbulent,0.75,4.494047357629139,0.9542191568921915,1.0718694614492632,390.62286684952613,2.610491261348781
reattached_turbulent,0.75,4.62622522108882,0.9581788446325956,1.0658754775278834,388.43847101828976,2.6213239198312
reattached_turbulent,0.75,4.758403084548501,0.9620427198063056,1.0599859745117683,386.29215130752647,2.631894460469646
reattached_turbulent,0.75,4.890580948008181,0.9658156680040682,1.0541964108170736,384.18225262156915,2.6422162489483627
reattached_turbulent,0.75,5.022758811467861,0.9695022017689784,1.0485025560396848,382.10723326840906,2.652301630391876
reattached_turbulent,0.75,5.1549366749275425,0.9731064980522933,1.0429004621989113,380.06565447999554,2.662162031834192
reattached_turbulent,0.75,5.287114538387223,0.9766324310533556,1.0373864382930462,378.0561711394836,2.671808052060146
reattached_turbulent,0.75,5.419292401846903,0.9800836011126488,1.0319570277135528,376.0775235502545,2.6812495406491568
