x_m,y_m,p_Pa,T_K,Mach,u_ms,v_ms
0.38190954773869346,0.0012605042016806721,5474.900000000062,555.1452800584782,3.999999999999996,1400.8219954104813,-7.735981272757199e-13
0.3869346733668342,0.0012605042016806721,5474.90000000017,556.2000309501444,3.999999999999989,1395.0434238372181,-2.1084821382542396e-12
0.3919597989949749,0.0012605042016806721,5474.900000000464,557.2114885265655,3.999999999999969,1389.2951669608985,-5.7475135216331815e-12
0.3969849246231156,0.0012605042016806721,5474.900000001268,558.1816048767134,3.9999999999999156,1383.5796062264503,-1.561664288151876e-11
0.4020100502512563,0.0012605042016806721,5474.9000000034675,559.1121245826093,3.9999999999997695,1377.899684646925,-4.2479106941456634e-11
0.40703517587939697,0.0012605042016806721,5474.900000009472,560.0044600361626,3.9999999999993707,1372.2599420310148,-1.1557493750993107e-10
0.4120603015075377,0.0012605042016806721,5474.900000025877,560.8593961354081,3.99999999999828,1366.6688928002377,-3.1448708194035467e-10
0.4170854271356784,0.0012605042016806721,5474.900000070694,561.6764107887341,3.999999999995301,1361.14451590428,-8.556696899524548e-10
0.4221105527638191,0.0012605042016806721,5474.900000193135,562.4521316847945,3.9999999999871623,1355.7269352339922,-2.3284007003827453e-09
0.4271356783919598,0.0012605042016806721,5474.900000527641,563.1768556557518,3.999999999964928,1350.5076146949266,-6.336616883719153e-09
0.4321608040201005,0.0012605042016806721,5474.900001441502,563.82674054212,3.9999999999041838,1345.6959787462165,-1.7249801268144755e-08
0.4371859296482412,0.0012605042016806721,5474.90000393815,564.3464299229192,3.9999999997382316,1341.7681152455393,-4.698847479619886e-08
0.44221105527638194,0.0012605042016806721,5474.90001075893,564.6111609831305,3.9999999992848547,1339.7804278803103,-1.28181225966399e-07
0.4472361809045226,0.0012605042016806721,5474.900029393136,564.3491463178833,3.9999999980462415,1341.9332957197844,-3.5075073241536187e-07
0.45226130653266333,0.0012605042016806721,5474.900080301338,562.9156492073796,3.999999994662379,1352.828108472312,-9.66022264032307e-07
0.457286432160804,0.0012605042016806721,5474.9002193813185,555.4008791886791,3.999999985417748,1399.994174530909,-2.731162892441139e-06
