x_m,delta_star_mm,theta_mm,H_i,Re_theta
0.4463272120200334,0.8455539976553984,0.3252068776575777,2.6000495553655334,2435.1959372732854
0.4479799666110183,0.8439977816403076,0.3246022675487751,2.600098231025104,2448.714345830734
0.4496327212020033,0.8415834701608443,0.3236621449294333,2.600191228246143,2464.900662354182
0.4512854757929883,0.8381351148255406,0.3223145539057481,2.600363851613818,2484.447828832179
0.4529382303839733,0.8314143712250383,0.3200016055303109,2.59815687439195,2504.3886717579285
0.4545909849749582,0.8143803633225879,0.3150625306662217,2.5848213737143664,2512.735065308059
0.4562437395659432,0.7887040903681154,0.307887408587791,2.561663999140856,2512.8641842041516
0.4578964941569282,0.7563084229987592,0.2989147243246366,2.530181223783977,2508.125207317134
0.4595492487479132,0.7190497108613334,0.288577570161415,2.491703393507455,2501.2417975766
0.4612020033388981,0.6787737124857669,0.277331862168925,2.447514350415029,2494.4129457050544
0.4628547579298831,0.6372669468699482,0.2656525547608002,2.398873774971818,2489.276082543132
0.4645075125208681,0.5961744928898175,0.2540129664415674,2.347023859614506,2486.8894860177006
0.4661602671118531,0.556908945741015,0.2428533682835877,2.293190124053353,2487.780314807467
0.467813021702838,0.5205749270008208,0.2325475038369639,2.238574563955712,2492.067795032344
0.469465776293823,0.48793240838100743,0.2233772997758688,2.184341958070881,2499.643228173902
0.471118530884808,0.45940967579238845,0.2155230816395874,2.131603131773353,2510.36547707627
0.472771285475793,0.4351589815031621,0.2090704370732606,2.081398917966951,2524.2226423826764
0.4744240400667779,0.41513546845612453,0.2040291560868811,2.0346869850275158,2541.423813882039
0.4760767946577629,0.39917799970163104,0.2003571456643062,1.992332234411268,2562.411916511271
0.4777295492487479,0.3870767916177599,0.1979830562663816,1.955100597583245,2587.8146503039266
0.4793823038397329,0.3786215654242183,0.1968239805055793,1.9236556666096165,2618.3636993453924
0.4810350584307178,0.37363084309877,0.1967972264707303,1.8985574634322409,2654.810958102005
