x_m,y_m,z_m,p_Pa,T_K,Mach,u_ms,v_ms,w_ms
0.0,0.04565217391304348,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.04565217391304348,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.04565217391304348,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.04565217391304348,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.04565217391304348,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.04565217391304348,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.04565217391304348,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.04565217391304348,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.04565217391304348,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.04565217391304348,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.04565217391304348,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.04565217391304348,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.052173913043478265,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.052173913043478265,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.052173913043478265,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.058695652173913045,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.058695652173913045,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.058695652173913045,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.06521739130434782,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.06521739130434782,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.06521739130434782,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.07173913043478261,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.07173913043478261,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.07173913043478261,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.0782608695652174,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.0782608695652174,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.0782608695652174,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.08478260869565217,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.08478260869565217,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.08478260869565217,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.09130434782608696,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09130434782608696,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09130434782608696,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.09782608695652174,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.09782608695652174,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.09782608695652174,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.10434782608695653,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.10434782608695653,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.24406779661016947,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.26440677966101694,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.10434782608695653,0.28474576271186436,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.1108695652173913,0.0,5474.9,838.0236565386301,4.0,0.0,-0.0,0.0
0.0,0.1108695652173913,0.020338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.04067796610169491,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.06101694915254237,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.08135593220338982,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.10169491525423728,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.12203389830508474,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.14237288135593218,5474.9,470.0,4.0,1738.408007344651,-0.0,0.0
0.0,0.1108695652173913,0.16271186440677965,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.1108695652173913,0.18305084745762712,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.1108695652173913,0.20338983050847456,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
0.0,0.1108695652173913,0.223728813559322,5474.9,470.0,4.0,1738.408007344651,-0.0,-0.0
